user,item,error
0,0,1.0353434
1,0,0.014937622
2,0,0.662635
3,0,0.27459118
4,0,0.616352
5,0,0.48578578
6,0,0.4778237
7,0,0.08472951
8,0,0.23040871
9,0,0.060282703
10,0,0.0
11,0,0.8151556
12,0,0.041911848
13,0,0.16540888
14,0,0.0035356812
15,0,0.7901081
16,0,0.5867513
17,0,0.009005944
18,0,0.00619325
19,0,0.38111585
20,0,0.0
21,0,0.068086736
22,0,0.08680686
23,1,0.0016943114
24,1,0.13342471
25,1,0.8370945
26,1,0.60096294
27,1,0.08319061
28,1,1.2984867
29,1,1.0684129
30,1,0.564589
31,1,0.54256964
32,1,0.22934562
33,1,0.60028446
34,1,0.20789368
35,1,1.5101922
36,1,0.7698549
37,1,1.3590848
38,2,0.4419003
39,2,0.3063086
40,2,1.4966624
41,2,0.2636761
42,2,1.4446152
43,2,0.0023898704
44,2,0.010353721
45,2,0.43358043
46,2,0.0
47,2,0.053250443
48,2,0.08938804
49,2,0.0
50,2,2.7984157
51,2,0.0
52,2,0.19078758
53,2,0.0
12,2,0.0
54,2,0.18682565
13,2,0.0
55,2,0.09497806
56,2,0.031544693
57,2,0.15879424
58,2,0.58645546
59,2,0.3636857
60,2,0.23794384
61,2,1.4007765e-05
62,2,0.08585304
63,2,0.0
64,2,0.027601259
65,2,0.1968852
66,2,0.0
67,2,0.55534106
68,2,0.054808997
69,2,0.1098534
70,2,0.009419202
71,2,0.015930582
72,2,0.02757243
73,2,0.0
74,2,0.0
75,2,0.005638426
76,2,0.0
77,2,0.37010455
78,2,0.29901648
79,2,0.016824488
80,2,0.0
81,2,0.005160479
82,2,0.14180909
83,3,0.9954895
84,3,2.8395455
85,3,0.08463931
86,3,0.004548737
87,3,0.07421314
88,3,0.0030841185
89,3,0.0
90,3,0.00015523362
91,3,0.07590961
92,3,3.3918724
93,3,9.920115
94,3,0.17613061
95,3,0.40888175
96,3,0.2787446
97,3,0.07007893
98,3,0.05897627
99,3,0.6603066
100,3,0.504289
101,3,0.045080528
2,3,1.6213139
102,3,0.0022334894
103,3,0.5662068
104,3,0.04829611
105,3,0.0072472347
106,3,0.03420593
107,3,0.0
108,3,1.8500654
109,3,0.13110787
110,3,0.03645022
111,3,6.36766e-06
112,3,0.4727074
113,3,1.1699926
114,3,0.117155865
115,3,0.68763554
116,3,0.25798735
117,3,0.408783
118,3,0.09935936
119,3,0.47494397
120,3,0.0
121,3,0.35534015
122,3,0.16839404
123,3,0.19306876
124,3,0.006551555
125,3,0.21446289
126,3,0.014165416
127,3,0.015409384
128,3,0.7004515
129,3,0.776351
130,3,0.13822173
131,3,0.0009632567
132,3,4.108458
133,3,1.5511231
134,3,0.39045277
135,3,0.0011136218
136,3,2.4684272
137,3,0.19491778
138,3,0.967306
139,3,3.6491222
140,3,0.09547748
141,3,0.00014201761
142,3,0.3999455
143,3,0.054265577
144,3,0.028171306
145,3,0.00053724647
146,3,0.67824674
147,3,0.0
148,3,0.020860622
149,3,0.0076138927
150,3,0.2190891
151,3,0.6447431
152,3,0.19383343
153,3,0.15056288
154,3,0.07082059
155,3,0.41506103
156,3,0.13341078
157,3,0.46675947
158,3,0.048559494
159,3,0.04798935
160,3,1.4384527
161,3,0.0001252147
162,3,0.65771073
54,3,0.4640848
163,3,10.129131
164,3,0.23162891
13,3,0.029729981
165,3,0.82003635
166,3,0.00467783
167,3,0.76159984
168,3,1.9970901
169,3,0.020897966
170,3,0.007242283
171,3,1.4387112
172,3,0.1027694
173,3,0.0
174,3,0.39352417
175,3,1.9472678
176,3,2.6926768
177,3,0.053206436
178,3,0.0
179,3,0.6394496
180,3,2.2562485
