user,item,error
2718,1920,0.7216866
1038,1530,1.1826067
5502,3272,0.018085128
2424,2446,0.259721
573,1035,0.2556892
3392,1950,0.18842141
294,579,0.0005532125
2421,2468,0.11779227
4295,1750,1.1794182
5537,3474,0.20148829
4855,2225,0.05843834
930,2289,0.2803718
5451,3200,0.01562345
183,1002,0.76924163
239,825,0.0
829,81,0.0
4615,2044,0.0
844,2450,3.14289
380,2124,3.3730612
2850,3004,0.03515151
304,1476,0.18199283
1436,1191,1.0
1710,520,1.146216
904,239,0.050254848
858,245,0.29366457
3916,1820,9.052251e-05
1391,2254,0.9929134
972,815,0.3715259
4652,2419,1.0817274
3585,1595,1.3606746
220,1124,0.7828119
319,1970,0.001064388
935,93,0.8060123
1111,115,0.40827674
3098,1250,0.34577408
396,2136,1.1391991
509,1336,0.8003632
1839,2885,0.1728925
1898,2758,0.1537236
514,1196,0.1529532
482,1468,2.0725327
4004,1524,0.4555287
3892,2225,0.15305334
1283,1296,0.19784355
1388,2372,1.0473707
2076,1273,0.0
4868,2714,0.7405675
4130,1972,0.21687575
3496,3224,0.029301208
3340,1308,0.0
401,1070,0.0
5459,3281,0.44505256
772,1430,0.99016047
5,1920,1.1868476
319,608,0.26882777
107,1217,6.725841e-05
3916,2007,0.28945285
184,3507,1.5286311
1828,2693,0.0015595531
539,1211,0.05496115
1367,731,0.11062569
307,1198,0.79096115
3297,677,0.029432932
208,1062,0.21499717
2343,343,0.39943692
408,1512,0.14129797
279,463,0.02432838
983,2164,0.02003966
2226,397,0.44099042
1264,345,1.5879569
1294,1216,0.053786114
3018,1966,0.22872217
537,1840,0.13413839
4888,2422,1.0
438,231,0.028990887
904,834,0.10126466
2503,3034,0.36400956
319,868,0.39531198
840,1988,0.03316868
109,2306,0.06600487
37,592,0.06989577
4517,1914,2.150605
5138,2571,0.015210553
348,1193,0.96683806
3000,1451,0.6778247
836,852,0.0
3566,1908,0.21908242
2300,1969,0.20716858
3950,1857,0.3490861
921,1680,0.0
2835,1410,0.12606633
3392,2257,0.5010421
4053,2346,1.3375592
4070,1920,0.012623109
226,1439,0.004259606
4730,2234,0.5281671
90,3,0.0
218,1910,0.22129667
1595,2891,0.0044125454
408,2105,1.5189289
120,3279,0.32780948
222,1958,3.5249062
126,1582,1.9940017
4217,2329,1.0521703
1848,3165,0.16787785
2785,3077,0.009657333
4921,2258,1.3633764
1023,106,0.12393707
2803,2432,0.020602541
2621,424,0.73181456
4817,2389,1.5429362
0,0,0.8385082
3903,2583,0.3640113
2361,1777,0.0012388638
2860,1565,2.3136604
2749,3209,0.0
77,240,0.040569372
1155,2598,0.008237246
1197,823,0.2712139
858,2629,0.0001949849
367,321,2.243123
1582,987,0.21027683
646,1795,0.0066198152
1757,240,0.0035965608
4212,3270,0.19480075
2045,649,0.036483545
1473,169,0.0
2320,2224,0.22651048
1572,2707,0.049210194
61,2,0.0
1437,1673,0.07903667
1780,1598,0.013634126
77,2618,0.36860168
4895,2149,0.038617242
2329,757,0.26509103
292,2413,0.3094558
2297,1199,0.17707723
2025,2450,0.10083388
1022,1149,3.421479
2368,1097,1.5473473
3848,2287,0.26638818
344,1693,0.03950138
2291,2122,0.0
593,966,0.40355843
2679,439,0.24565834
3676,917,0.111995116
1615,178,0.0
2164,1310,0.05789346
1722,1990,0.54955024
25,2240,0.09078919
1452,2146,0.0016682878
266,384,0.15827157
1786,745,3.597762e-05
1148,2541,0.07496051
555,1734,0.03202927
1042,1841,0.12080122
657,246,0.014030046
294,751,3.6518364
1796,2723,0.0
3194,2953,0.021125784
86,1614,0.14409257
494,580,0.012647282
1387,2256,0.26674908
1213,2003,2.398563
5176,3145,0.0024402277
1908,1948,0.0132890735
858,3270,0.05943108
5308,2864,0.44872567
1999,650,0.0
1398,2124,0.26159263
1097,947,0.0800952
2995,788,0.0
4341,1777,0.013765563
2894,1046,0.0
1224,1836,0.0063413004
1536,2079,0.03262279
4635,3358,1.4785507
472,2584,0.012895269
1370,1481,0.20455983
77,889,0.00011157982
4634,3182,0.9082991
430,2658,0.022163551
1270,2722,0.06003733
3605,2395,1.619317
5237,2855,0.5725134
130,844,0.3468988
2723,964,0.4327168
1030,1330,0.14838016
4098,2065,1.6000437
88,1136,0.023128489
3602,1108,0.0034714993
1239,1787,0.010237746
1011,1110,0.2893487
346,106,0.17441179
162,638,0.50182754
357,33,0.01586697
582,1353,0.05058012
187,1327,0.0
87,280,3.605414
2967,631,1.7752614
294,142,0.9495716
1064,360,0.7048562
2577,432,0.31617132
54,1035,0.33841243
1496,1673,0.6373374
690,3216,1.3294615
2166,290,0.0
3335,1657,0.21530506
1477,2419,0.104281075
5024,2432,0.8377503
3395,905,0.017384613
2861,2989,0.00014425389
4694,2164,0.0
3474,2124,0.36733854
1193,2405,1.1796201
3088,2200,0.0046392954
2649,520,0.013935263
111,2464,1.2414366
307,2655,0.6062539
3699,1828,0.04233384
1843,1078,6.0680477e-06
4359,2192,2.9862096
878,2316,0.02941183
737,874,0.6740373
1193,1145,0.0
4884,2245,0.6360658
741,987,0.00030506353
3506,3003,0.33038518
2329,994,0.019711873
1759,645,0.15361519
729,183,0.8576992
1989,3156,0.13208137
1920,1853,1.8905411
264,2590,0.8137209
4532,3033,0.05084514
209,106,0.010275945
479,2586,2.5522046
1906,2006,0.06050887
4695,2764,0.099889144
1620,1656,0.0089784525
4759,2244,0.20196888
1107,2833,0.25028715
811,2820,0.55619204
385,1745,0.6971494
79,798,0.0
1427,1565,1.0
2844,1489,0.08901463
973,2704,1.0962293
3349,720,0.24409038
4459,1680,0.0
294,889,0.19879425
832,2204,0.00029805835
77,3016,0.014244981
861,228,0.5862572
339,240,3.8940473
120,3359,0.05027131
1627,2708,2.3191013
3037,952,0.023041116
1214,1257,0.09481236
804,1866,0.83480346
294,797,0.00014558564
1501,2136,1.0765074
4587,1777,2.3340945
2953,2576,1.774513
143,176,0.05650287
3263,1602,1.2584726
546,1673,0.006323542
175,1985,0.024085265
4227,1845,0.19049568
248,961,0.0036009087
1435,533,0.0
208,656,0.0059685945
3591,905,1.3872228
2127,1334,0.17545025
198,667,0.0
461,2615,0.7800712
3158,1844,0.82302195
324,876,0.10382256
485,1937,0.9850947
4377,3351,0.15559922
549,2613,0.4560631
5174,2988,0.15556425
286,2519,2.0543017
4355,1888,0.027079627
1589,3042,0.13770597
4130,2425,0.0
1391,2676,0.0
1985,2673,0.009219654
3938,3382,0.5579395
2154,297,0.24246779
2749,1505,0.0
2739,2215,1.1430109
2686,3102,0.010939105
30,2588,0.05802226
2673,3427,0.14370765
2612,2141,0.26669592
4716,3436,0.0
2375,1909,0.024559565
218,178,0.13821357
69,2622,0.0148164155
74,668,0.0
677,226,0.033942923
2258,618,0.0
