user,item,error
0,0,1.4614778
1,0,0.6120537
2,0,4.8757777
3,0,0.02975243
4,0,0.9421507
5,0,0.9205814
6,1,0.86026824
7,1,0.002465331
8,1,1.4686998
9,1,0.0038903519
10,1,0.0002819092
11,2,0.0031743813
12,2,0.80254585
13,2,0.018443292
14,2,1.0395446
15,2,0.4075309
16,3,0.61865836
17,3,0.47003075
13,3,1.3974017
8,3,0.61007893
18,3,1.4982775
19,3,0.424542
10,3,0.32714966
20,3,0.011666841
21,3,0.7563714
22,3,0.790878
23,4,1.6529382
24,4,0.22068515
25,4,1.4419011
26,4,0.44264933
27,4,1.2012875
28,4,1.9728768
29,4,3.7394276
30,4,0.09636593
31,4,0.50214446
32,4,1.2601806
33,4,0.39658898
34,4,0.16489652
35,4,2.011908
36,4,11.751011
37,4,0.07786723
38,4,0.08797318
39,4,0.57729524
40,4,0.44494665
41,4,0.57718873
42,4,3.151438
43,4,0.056059428
44,4,0.77199095
45,4,0.46702924
46,4,2.57165
47,5,0.0
48,5,0.0
49,5,0.6151487
50,5,0.0093371915
51,5,0.0
52,5,0.043373246
53,5,5.7788186
54,5,0.30490255
55,5,0.40680677
56,5,0.33946568
57,5,0.17462932
58,5,2.2291439
59,5,0.042602893
35,5,0.00053943705
60,5,0.11613313
61,5,0.9036116
62,5,0.03374572
63,5,0.41829294
64,5,0.046067115
65,5,0.0
66,5,0.008920171
67,5,0.0025038829
68,5,0.033542108
69,5,0.0
70,5,0.0
71,5,0.22901006
72,5,0.0
73,5,0.41728938
74,5,0.0
75,5,0.9537702
76,5,0.56949466
77,5,0.5640739
78,5,1.408583
79,6,0.08816449
80,6,0.29821962
67,6,0.11329142
81,6,0.12721069
82,6,0.025380848
83,7,6.7109886e-07
84,7,0.0
85,7,0.019454703
86,7,0.19631308
87,7,0.008170475
88,7,0.08606582
89,7,0.0
90,7,0.0
91,7,0.0045828256
92,7,0.0
93,7,0.00054032344
94,7,0.022014018
95,7,0.30629012
96,7,0.032268923
97,7,0.12034192
98,7,0.102813125
99,7,0.0
100,7,0.20185833
101,7,0.061893985
102,7,0.24092808
103,7,0.18960182
104,7,4.0
105,8,0.037267346
106,8,0.0099399425
107,8,0.62347364
108,8,0.49410853
109,8,0.039760243
110,8,0.17230453
111,8,0.9906673
112,8,0.87821436
113,8,0.009841163
114,8,0.006308876
109,9,0.11169037
115,9,0.29039872
110,9,0.034320317
116,9,0.055342335
117,9,1.2114154
118,10,0.027995428
119,10,0.0480901
109,10,0.010460154
115,10,0.0
120,10,0.019621598
117,10,0.051586926
109,11,0.70974755
110,11,0.13677327
112,11,0.28235322
121,11,0.2558404
122,11,0.42378303
123,12,0.85358703
124,12,0.47024065
125,12,0.016385654
126,12,3.3913095
127,12,0.09469318
128,12,0.10436686
129,12,0.45405078
130,12,0.046169925
131,12,0.017000725
132,13,0.050682694
133,13,0.1257675
134,13,0.42152375
18,13,0.07671735
135,13,0.24457568
136,14,1.3405571
137,14,0.0
138,14,0.0037989928
139,14,11.232945
115,14,0.12610188
140,14,0.5725076
141,14,0.21957505
142,14,0.006488564
143,14,0.0
144,14,0.12174507
145,14,0.32229185
146,14,0.01619152
147,14,0.0045852796
148,14,0.043922752
149,14,0.1632987
150,14,0.0413883
151,14,0.00028532208
152,14,0.04121019
153,14,0.100649536
154,14,0.10008425
155,14,0.0053741313
156,14,0.0649113
157,14,0.0
158,14,0.03093594
159,15,0.03848785
160,15,0.07282688
161,15,0.56798935
162,15,0.14701746
163,15,0.23165554
164,15,0.008545177
165,15,0.044099215
166,15,0.0467595
167,15,0.21848467
139,15,0.54543525
168,15,0.05737923
169,15,0.06428376
170,15,0.20881088
171,15,0.75206876
172,15,0.008136676
173,15,0.07902835
174,15,1.6175627
175,15,0.105166964
176,15,0.0
177,15,0.48774993
178,15,0.001390089
179,15,0.045266196
180,15,0.052907687
145,15,0.858698
181,15,0.019089699
182,15,1.027319
183,15,0.4563156
184,15,0.059237745
185,15,0.3602168
186,15,1.3867168
187,15,0.023255715
188,15,0.24093696
189,15,0.315232
150,15,0.060954235
190,15,1.8960274
191,15,0.18979953
192,15,0.8080744
193,15,0.28479445
194,15,0.10792308
195,15,0.42622265
196,15,0.03480487
197,15,0.04506322
198,15,1.9893315
199,15,0.12088112
200,15,0.15676986
201,15,0.28643405
202,15,1.1510597
203,15,0.29854053
204,16,0.084784344
205,16,1.8980333
206,16,0.26902705
207,16,1.5853134
208,16,0.18344489
209,16,0.009513289
210,16,0.41086605
211,16,0.9792528
212,16,0.0
213,16,0.58273673
214,16,0.43680534
215,16,0.26579294
216,16,0.0
217,16,0.33348626
218,16,0.029350692
67,16,0.58850074
219,16,0.39815623
220,16,0.02163265
221,16,0.18942206
222,16,0.032235697
223,16,0.025185535
224,16,1.006827
225,16,0.24472521
226,16,0.08464431
227,16,0.035629362
76,16,0.007952391
228,16,0.20730469
229,17,0.9106797
230,17,0.75408643
231,17,2.6450791
232,17,0.12991717
233,17,0.45643833
234,17,0.46145928
235,17,0.045109488
236,17,0.24643414
237,17,0.041346595
238,17,0.54475933
239,17,1.9408572
240,18,0.1908055
241,18,0.39069712
242,18,0.06438076
208,18,0.31470588
243,18,0.13783978
244,18,0.18769684
245,18,0.40104693
246,18,0.5233664
247,18,0.03922929
248,18,0.015176932
249,18,0.0
250,18,0.008736214
251,18,0.05203279
252,18,2.3786855
217,18,2.136274
253,18,0.035934236
254,18,0.2753378
220,18,0.032539994
221,18,0.065872386
255,18,1.0925703
222,18,1.1444881
256,18,0.21596757
257,18,0.02531738
258,18,0.121377654
225,18,0.39166817
226,18,0.04401414
259,18,4.182035e-05
260,19,0.31657365
261,19,0.0104769375
262,19,0.0
263,19,0.0
264,19,0.07592196
265,19,0.044217855
266,19,0.008189063
267,19,0.397927
41,19,0.2775596
268,19,0.0
269,19,0.11005864
270,19,0.11378211
271,19,0.51055926
228,19,0.19427812
272,20,0.0
273,20,0.0405348
274,20,0.0
93,20,0.0
275,20,0.013268083
276,20,0.061072487
277,20,0.0
278,20,0.051904522
279,20,0.0
54,20,0.15192366
280,20,0.0
281,20,0.021560334
282,20,0.4549258
283,20,0.0
284,20,0.013525382
35,20,0.8473901
285,20,0.22338004
62,20,0.0021226737
286,20,0.0
287,20,0.0032965653
288,20,0.04493809
289,20,0.13521178
258,20,0.0023461082
290,20,0.083779745
271,20,0.2962252
291,20,0.44003588
292,21,0.017352562
293,21,0.018958423
294,21,0.0
295,21,0.00019670655
296,21,0.3867437
297,21,0.06009763
298,21,0.019698218
299,21,0.0
300,21,0.0
301,21,0.11040028
302,22,0.15877411
303,22,0.1292846
304,22,1.6860888
305,22,0.041556295
306,22,0.14983754
307,22,0.17062168
308,22,0.25858763
309,22,0.88203603
310,22,0.2592085
125,22,0.00029251113
311,22,1.3660681
312,22,0.048423514
313,22,0.073104456
314,22,3.4750555
315,22,0.507884
316,22,1.6835635
317,22,2.4717102
318,22,0.62431014
319,22,3.2560022
320,22,0.3825266
321,22,0.03020246
322,22,0.102619804
323,22,1.508279
324,23,0.009074677
140,23,0.41538057
325,23,0.45532662
326,23,0.008607972
327,23,0.0028548753
328,23,0.0
329,23,0.058237016
330,23,0.40766427
331,23,2.9177728
332,23,0.50523823
93,24,0.0046217088
333,24,0.66535103
