user,item,error
3569,660,0.71315056
1834,1098,3.1275496
3279,652,0.0
952,63,0.0
4368,1320,0.0
1452,822,0.0
1202,1635,0.111632854
2240,542,0.2643837
4481,900,0.0
2944,1018,0.00013830312
2410,1555,0.13254587
3356,652,0.49695835
4781,1549,0.65418094
70,38,0.045420535
2286,267,0.0
1567,701,0.80365515
2433,1245,0.0
1156,784,0.0
3945,1076,0.0
4061,898,0.072930634
222,16,0.16988799
1789,1549,0.35802048
2881,1267,0.25668502
9,652,8.587533
570,982,0.29208812
819,351,0.36555985
942,762,0.5941343
4078,1351,1.0
1918,528,2.2946208
1792,1396,0.22480121
3080,1014,0.05497054
4021,1642,0.824978
2386,279,0.0
2643,504,0.34574574
4385,1645,0.22059287
2858,361,0.022381453
4969,1632,2.1718867
4379,865,1.054704
2795,346,0.92252314
2081,326,0.5913952
1965,1351,0.24588764
2221,1389,0.28074455
2692,328,0.00025007714
563,275,0.0
3638,1472,0.08717393
921,1378,0.18129699
3330,1057,0.072306655
3331,464,1.0
2411,795,0.79109937
2380,1257,0.030284224
941,119,0.010156995
1655,1555,0.8446498
868,556,0.27024105
2892,498,0.069435626
3382,1054,0.014290889
2420,341,0.099871665
3319,724,2.101858
3458,577,0.0914242
1856,189,1.2445998
3774,1495,0.079588324
649,681,0.0007457522
1600,1184,0.009665793
1195,105,0.0
4091,1078,7.826094e-05
4300,1109,0.2583338
3714,1236,0.0
1223,95,0.0
1936,1542,0.0
185,732,0.5031279
2948,1278,0.0
3365,840,0.47261986
1653,839,0.04615046
2181,244,0.08473395
4533,914,0.00067026087
3400,1170,0.64374495
4132,1057,0.3404688
2734,853,0.0
1215,231,0.049018707
286,562,0.030277917
4551,932,1.0141613
151,14,0.0
2949,469,0.2996183
4909,1269,0.0005234761
4845,1551,4.048262
1389,1551,4.391389
1444,1183,0.04945845
3574,865,0.0
4519,1291,0.0007150316
3834,1388,0.0
4026,823,0.21593212
3790,1565,5.2951016
468,1001,0.0017346677
676,658,0.018739767
578,1227,0.0
2782,1029,0.12993918
4508,1391,0.5438095
4812,1183,0.3908924
4894,1557,0.7167212
1620,1001,0.019727275
2577,1001,0.23106287
2047,227,0.0
3231,453,0.0
526,1392,0.8335561
501,1548,0.99512124
3999,795,2.439587
1695,1184,0.3032187
1748,550,0.22016823
648,529,0.0
1485,1416,0.04446667
5,679,0.047205172
921,1377,0.0
4577,1556,3.2933683
2342,269,0.30126622
4033,928,0.052292857
4120,1551,0.4840296
711,45,0.21126063
3827,1257,0.4977069
1680,307,0.42845827
1052,1250,0.57215774
153,123,0.0
4369,865,0.055777308
1480,195,0.0
1758,885,0.0
5026,1602,0.99179244
3359,470,1.008126
1146,119,0.12548594
3024,447,0.026384993
4737,1184,2.1912675
1565,1045,0.9577196
3236,785,0.088580966
3484,1288,0.6638521
378,95,1.5169514
1391,652,0.3497564
1658,270,0.35958114
4977,1548,0.0
4023,1645,0.8403151
3798,1168,0.36278328
1257,865,0.06619661
2545,1229,1.3523235
4049,885,0.29695752
734,889,0.5941865
3036,1229,0.0046523935
2200,800,0.021975549
2413,283,0.0016514834
1192,266,0.13243271
4519,1404,0.11187419
750,153,0.008080212
1112,77,0.9733681
2308,504,0.25465417
1869,266,0.2253043
860,649,0.61645085
2569,1362,0.0
4532,1450,0.0
1820,700,0.041805707
2509,357,0.5483847
4849,1183,0.52562416
3755,1291,0.0
2093,227,0.34091747
4394,1363,0.48615873
4858,1555,0.3832318
1022,498,0.30696237
3264,1681,0.36027917
3784,1193,0.008366369
2506,1229,0.34201977
2030,1375,0.41915935
1794,1257,0.04608595
893,57,0.0
4773,1170,0.0005467713
3260,1005,0.685519
780,48,0.23699416
3450,1262,0.05284431
1171,766,0.16464953
36,1675,0.034963217
4606,1377,9.877107
2181,1085,0.67889565
455,1660,0.00011847804
2217,1386,0.7925327
4106,1290,1.004364
3168,875,0.3726603
682,1595,0.21236975
3041,779,0.2514995
1531,1295,0.44437113
2720,937,0.0
250,1052,0.26473886
4782,1172,0.103972726
787,1255,0.05229984
4894,1555,0.007671837
3355,470,0.011626291
165,15,0.0018701161
1312,1428,0.3510706
587,1655,0.19494767
3852,1555,0.01569398
533,1184,1.1901844
3889,958,0.011612104
1453,236,0.4948368
4468,1029,1.1220214
722,176,2.22079
3631,1336,0.15532887
1516,1236,0.07131432
63,394,1.5101272
1992,282,0.19094257
4820,1171,0.11604402
106,8,0.0675576
2308,1570,0.21674852
2385,414,0.0
2199,453,7.639503e-05
1327,1674,0.098360404
241,1134,1.1725316
2338,495,0.0
1858,320,0.7518562
839,379,0.037580613
3094,479,0.0
835,797,0.0
1658,1552,1.8695772
4933,1236,0.0
5094,1551,0.49535084
2859,408,1.4414e-05
1302,138,0.31805152
3539,904,1.0
2289,1620,0.055170167
2874,424,0.4198116
1169,88,8.1822895e-05
4058,960,0.5788709
4883,1555,0.07933348
355,328,0.5078616
2350,270,0.0
4160,864,2.7935328
663,652,0.00456786
350,562,0.054577045
2767,357,0.020921687
2733,340,0.027685296
1,1549,0.0125857955
4090,1258,0.0
810,91,0.0
4380,1045,0.39887327
3997,1557,0.06367227
3963,701,0.012531717
3654,542,0.27411014
1765,219,0.29128745
265,644,1.2003998
1938,275,0.0
3453,1044,4.851346e-05
3389,783,0.0003738158
4751,1183,4.0886917
3425,801,7.9352307
36,264,0.0
509,888,0.0
1674,223,0.0
1069,1478,0.0
3353,1481,0.0058947047
584,1647,0.48712772
3136,554,0.8151849
830,111,0.08589133
3837,1473,0.12204074
329,837,0.05409066
2231,1443,0.17211832
3107,850,0.2508729
2021,371,0.28686884
403,451,1.9255606
4318,1391,0.0
4855,1296,0.0050993795
