user,item,error
0,0,1.5307364
1,0,0.48892754
2,0,4.9610806
3,0,0.0011737989
4,0,0.8130234
5,0,0.7045208
6,1,0.8209542
7,1,0.0016101601
8,1,1.1167539
9,1,0.0031079177
10,1,0.0073315883
11,2,0.0015498515
12,2,0.91392845
13,2,0.08604148
14,2,0.54140204
15,2,0.6661276
16,3,0.7290368
17,3,0.43284225
13,3,1.3647854
8,3,0.51114064
18,3,1.4187775
19,3,0.34076434
10,3,0.3038613
20,3,0.00082565466
21,3,0.6203375
22,3,0.6976185
23,4,1.8179566
24,4,0.14232886
25,4,1.0804155
26,4,0.35554427
27,4,1.5499843
28,4,2.2919943
29,4,4.2575607
30,4,0.088156
31,4,0.34571126
32,4,1.1688154
33,4,0.39983875
34,4,0.15612634
35,4,1.5656016
36,4,11.9663315
37,4,0.07144834
38,4,0.031681273
39,4,0.66282135
40,4,0.47730175
41,4,0.34550047
42,4,2.7110443
43,4,0.07538292
44,4,0.5982727
45,4,0.53398526
46,4,2.1442664
47,5,0.0
48,5,0.0
49,5,0.35183728
50,5,0.0
51,5,0.0
52,5,0.009254071
53,5,5.6412024
54,5,0.20748124
55,5,0.20467587
56,5,0.11529454
57,5,0.08460325
58,5,2.7068596
59,5,0.060017
35,5,0.04430172
60,5,0.051152468
61,5,0.5968683
62,5,0.0025626821
63,5,0.26214117
64,5,0.029087095
65,5,0.0
66,5,0.0009760559
67,5,0.0
68,5,0.004148368
69,5,0.0
70,5,0.0
71,5,0.08272174
72,5,0.0
73,5,0.28135127
74,5,0.0
75,5,1.0
76,5,0.45816508
77,5,0.5765028
78,5,0.96757245
79,6,0.12478558
80,6,0.22854844
67,6,0.19327414
81,6,0.09166456
82,6,0.016050696
83,7,0.014789844
84,7,0.0
85,7,0.09884179
86,7,0.06963254
87,7,0.002020589
88,7,0.05502623
89,7,0.0
90,7,0.0
91,7,0.012775232
92,7,0.0
93,7,0.0
94,7,0.0005016061
95,7,0.33947513
96,7,0.028814487
97,7,0.03676424
98,7,0.02212339
99,7,0.0
100,7,0.4412311
101,7,0.016948665
102,7,0.17592014
103,7,0.15736552
104,7,4.0
105,8,0.026059607
106,8,0.03683742
107,8,0.61108005
108,8,0.44159448
109,8,0.102603
110,8,0.1442166
111,8,0.73219395
112,8,0.58255327
113,8,0.0068889116
114,8,0.03999811
109,9,0.04824823
115,9,0.20114982
110,9,0.045713887
116,9,0.020512704
117,9,1.1502005
118,10,0.0011265161
119,10,0.041372392
109,10,0.05402968
115,10,0.0
120,10,0.006914859
117,10,0.081339106
109,11,0.8234611
110,11,0.13799845
112,11,0.18020226
121,11,0.24568765
122,11,0.4349769
123,12,1.0049175
124,12,0.19940978
125,12,2.0110465e-06
126,12,3.1096218
127,12,0.1556361
128,12,0.1319116
129,12,0.49667835
130,12,0.03930696
131,12,0.03645313
132,13,0.05034939
133,13,0.11428482
134,13,0.3551901
18,13,0.14526242
135,13,0.2722106
136,14,0.97665554
137,14,0.008087501
138,14,0.00067434093
139,14,11.165889
115,14,0.1069029
140,14,0.46457738
141,14,0.26007202
142,14,0.007873665
143,14,0.0
144,14,0.06864304
145,14,0.35193798
146,14,0.014752522
147,14,0.004269321
148,14,0.08105377
149,14,0.17285998
150,14,0.020183833
151,14,0.0
152,14,0.034606595
153,14,0.07156157
154,14,0.033716645
155,14,0.0011103462
156,14,0.08995348
