user,item,error
0,0,0.87952685
1,0,0.00586297
2,0,0.75363684
3,0,0.37173668
4,0,0.76532793
5,0,0.3657014
6,0,0.52299494
7,0,0.027521146
8,0,0.074047476
9,0,0.058314834
10,0,0.0
11,0,0.8186189
12,0,0.008227036
13,0,0.080877386
14,0,0.0037486097
15,0,0.5906961
16,0,0.32679358
17,0,0.00056973094
18,0,0.01713491
19,0,0.25991884
20,0,0.0
21,0,0.039346676
22,0,0.06666757
23,1,0.0019659416
24,1,0.08595115
25,1,0.62174666
26,1,0.47770572
27,1,0.07760798
28,1,1.414193
29,1,0.9230288
30,1,0.7897254
31,1,0.56471336
32,1,0.10878637
33,1,0.71173906
34,1,0.1557584
35,1,1.1278461
36,1,0.74395674
37,1,1.3145461
38,2,0.42715272
39,2,0.41749024
40,2,1.5653838
41,2,0.2771131
42,2,1.4542602
43,2,0.014434096
44,2,0.04002377
45,2,0.48237327
46,2,0.0
47,2,0.11264074
48,2,0.08759907
49,2,0.0
50,2,2.5987723
51,2,0.0
52,2,0.16334224
53,2,0.0
12,2,0.0
54,2,0.26589274
13,2,6.809788e-05
55,2,0.105661765
56,2,0.053274654
57,2,0.12787724
58,2,0.8014518
59,2,0.3396007
60,2,0.21260715
61,2,0.00012750883
62,2,0.10434314
63,2,0.0
64,2,0.032376595
65,2,0.2812142
66,2,0.0
67,2,0.65716326
68,2,0.081521444
69,2,0.051708188
70,2,0.025367783
71,2,0.005156369
72,2,0.04257711
73,2,0.0
74,2,0.0
75,2,0.0030964178
76,2,0.0
77,2,0.42808443
78,2,0.6596798
79,2,0.00014213129
80,2,0.0
81,2,0.0
82,2,0.26596552
83,3,0.63058996
84,3,3.0966458
85,3,0.011243268
86,3,0.00035055116
87,3,0.11024032
88,3,0.0
89,3,0.0
90,3,0.0
91,3,0.02015864
92,3,4.285949
93,3,10.895433
94,3,0.14096782
95,3,0.15424566
96,3,0.14198871
97,3,0.17457552
98,3,0.014238949
99,3,0.4447412
100,3,0.5136631
101,3,0.0043853153
2,3,1.5218517
102,3,0.0
103,3,0.42490497
104,3,0.010701866
105,3,0.0
106,3,0.018083075
107,3,0.0
108,3,1.5355543
109,3,0.10786137
110,3,0.014187218
111,3,0.0
112,3,0.32659242
113,3,0.947972
114,3,0.08421562
115,3,1.0
116,3,0.17636722
117,3,0.30260774
118,3,0.2763498
119,3,0.34082893
120,3,0.0
121,3,0.51931405
122,3,0.060871385
123,3,0.16746157
124,3,0.0
125,3,0.29846966
126,3,0.0027191015
127,3,1.2844397e-05
128,3,0.4704146
129,3,1.1734575
130,3,0.26767293
131,3,0.0024626327
132,3,4.349884
133,3,1.8970965
134,3,0.36281776
135,3,0.0
136,3,1.8578923
137,3,0.11870757
138,3,0.5999971
139,3,3.3473039
140,3,0.06287966
141,3,0.0
142,3,0.44892374
143,3,0.018572384
144,3,0.000107759864
145,3,0.0
146,3,0.42679876
147,3,0.0
148,3,0.007058182
149,3,0.0063437307
150,3,0.13951176
151,3,0.41500697
152,3,0.083772846
153,3,0.26061702
154,3,0.037342314
155,3,0.2883482
156,3,0.03331369
157,3,0.3778776
158,3,0.02171633
159,3,0.006927871
160,3,1.9448159
161,3,0.0
162,3,0.5627432
54,3,0.3618017
163,3,10.7567215
164,3,0.18165246
13,3,0.004386452
165,3,0.67319894
166,3,0.0
167,3,0.5042978
168,3,1.6061578
169,3,0.008522888
170,3,0.0
171,3,1.1736543
172,3,0.09478828
173,3,0.0
174,3,0.26437637
175,3,2.5010474
176,3,3.3490672
177,3,0.064009376
178,3,0.0
179,3,0.29183277
180,3,1.733641
181,3,1.9996523
182,3,0.15541495
183,3,1.0432409
184,3,0.15366004
185,3,0.0075607696
186,3,0.001488375
187,3,0.07506695
188,3,0.10523316
189,3,0.069032125
190,3,0.34084117
191,3,0.0
192,3,0.82879674
193,3,0.0005997542
194,3,2.6036196
195,3,0.424859
196,3,0.10269054
197,3,0.14664948
198,3,0.0
199,3,0.42462406
200,3,0.0029337315
201,3,0.109188415
202,3,0.87309283
203,3,0.10838098
204,3,0.0674871
205,3,0.0010227838
206,3,0.08132116
207,3,2.0026305
78,3,0.65907574
208,3,0.25474972
81,3,0.86761934
209,3,0.07333942
210,3,0.026582872
211,3,0.5653152
82,3,0.20053011
212,4,0.08463266
213,4,0.12283127
112,4,0.31438443
214,4,0.0
215,4,0.02365547
216,4,0.4954475
130,4,3.341403
217,4,0.26674122
218,4,0.15452988
219,4,0.037048586
54,4,0.23252755
220,4,0.0
221,4,0.001998444
222,4,0.003469926
223,4,0.030431278
224,4,0.21551043
225,4,0.06037429
226,4,0.0
227,4,0.2528524
228,4,0.0
229,5,1.2014568
230,5,0.0
231,5,0.2622393
232,5,0.088847116
233,5,0.18755184
234,6,1.3793209
235,6,0.5531316
236,6,0.13912235
237,6,0.060163345
238,6,0.17240806
239,6,0.29494607
234,7,0.46537465
235,7,0.037464414
236,7,0.0
237,7,0.012013638
238,7,0.0020453567
239,7,0.0
234,8,0.19203971
131,8,0.92049444
240,8,0.51593965
236,8,0.0
237,8,0.018371481
238,8,0.04885036
239,8,0.0
241,8,0.31133643
242,8,0.15104729
243,8,0.07520628
244,9,0.0
245,9,0.13778137
246,9,0.030803569
113,9,0.5547126
247,9,0.0
131,9,0.0
248,9,0.0026992958
249,9,0.4493347
236,9,0.0
250,9,1.1013432
237,9,0.08447597
238,9,0.060641017
251,9,0.05402148
239,9,0.0
60,9,0.6537306
252,9,0.19782235
81,9,0.07729295
253,9,0.28323212
254,10,0.0
255,10,0.050300397
256,10,0.21319768
257,10,0.2344852
131,10,0.003933896
258,10,0.0
249,10,0.13353238
236,10,0.0
237,10,0.01406141
259,10,0.0004771356
238,10,0.016431587
260,10,0.13852008
261,10,0.009390901
262,10,1.1422559
263,10,1.7775227
264,11,0.029978301
265,11,0.59939885
266,11,0.39664754
267,11,0.0
268,11,0.0
269,12,0.0
270,12,0.0017177487
271,12,1.516228
272,12,0.22753969
273,12,1.0
274,12,0.0015642266
275,12,0.0
276,12,0.6249689
277,12,0.0007586731
278,12,0.1807419
279,12,0.20085566
280,12,0.34958044
281,12,1.8059332
282,13,0.1881545
283,13,0.021415364
284,13,0.0
285,13,0.06603036
286,13,0.15217616
287,13,0.1124395
288,13,0.50770324
289,13,0.0
290,13,0.0034485555
291,13,0.0
292,13,0.007862837
293,13,0.0007059566
294,13,1.0900488
295,13,0.0018805234
296,13,0.0
297,13,0.445555
298,13,0.0
299,13,0.0027419252
300,13,0.0
301,13,0.0
285,14,0.49819714
302,14,0.32903755
303,14,0.0
304,14,0.00018596956
305,14,0.104687214
306,14,1.6511081
307,14,0.607346
308,14,1.7896502
309,14,0.12559271
310,14,0.094186164
302,15,0.21696235
311,15,0.08340971
106,15,0.08597045
303,15,0.0
307,15,1.0
312,15,3.8009894
308,15,1.4073473
309,15,0.058769632
313,15,0.0
314,15,0.13114828
86,16,0.40703002
88,16,0.17577977
315,16,0.32182047
138,16,0.17815821
316,16,2.676434
317,16,2.676331
318,16,0.017463416
184,16,4.8666356e-05
88,17,0.0075578676
315,17,0.05124353
33,17,1.6561265
184,17,5.167655
319,17,0.19440655
88,18,0.10425783
26,18,0.06604506
320,18,0.022469569
5,18,0.059756782
321,18,0.084952846
322,18,0.00038572837
323,18,0.4068603
324,18,0.08200056
325,18,0.21872991
326,18,3.0035338
153,18,0.87620914
327,18,5.2974734
328,18,0.11704327
294,18,1.5414848
60,18,0.0022766935
329,18,0.00050173426
68,18,0.0743717
330,18,0.3673209
331,18,0.0
282,19,0.67444915
332,19,0.09802734
294,19,2.1588404
333,19,0.4985644
299,19,0.18668841
334,19,0.32201552
209,19,0.12199643
335,20,0.07371749
336,20,0.0
337,20,0.0009607129
338,20,0.1959621
339,20,1.3238462
340,20,0.7325637
341,20,0.0
342,20,0.015004951
343,20,0.0
19,20,0.083706886
344,20,0.17824093
345,20,0.03466907
346,21,0.0009216852
304,21,0.0
347,21,0.021622272
307,21,0.8613778
348,21,1.056822
349,21,0.3102529
311,22,0.40178227
346,22,0.99986935
109,22,0.23974709
350,22,0.0
351,22,0.0
289,22,0.10656018
291,22,0.026649307
352,22,0.04983201
353,22,0.2284012
354,22,0.50933814
355,22,0.13712372
299,22,0.13886245
334,22,2.0973082
356,23,8.338304e-05
346,23,0.055080604
305,23,0.0009493074
307,23,1.0
357,23,0.0
358,23,0.14591013
359,23,0.0
360,23,0.24066554
361,23,0.0
362,24,0.013882289
363,24,0.0
307,24,0.3843301
291,24,0.16321084
364,24,0.047254913
365,24,0.4370411
293,24,0.7406069
366,24,0.13677996
283,25,0.12621602
284,25,0.0
285,25,0.9987268
346,25,0.07278777
367,25,0.13915971
350,25,0.0
368,25,3.4807146
369,25,0.0
370,25,0.4880204
289,25,0.02468227
371,25,1.5935675
291,25,0.0
372,25,0.59201473
292,25,0.119663015
352,25,1.0
333,25,0.42051262
373,25,0.37065652
308,25,1.0198823
299,25,0.10098899
374,25,0.0
375,25,0.0
376,25,1.773808
377,25,3.2961442
301,25,0.4953837
378,25,0.0
379,26,1.3545032
346,26,0.017639413
380,26,0.5953206
305,26,0.03442145
307,26,4.401308e-05
357,26,0.00024732488
381,26,0.20661248
359,26,0.00954727
361,26,0.0
346,27,0.6339736
367,27,0.35425913
362,27,0.0
347,27,0.0020619957
307,27,0.0
291,27,0.00038786657
382,27,0.0
383,27,1.8791783
293,27,0.21773463
384,27,0.34488636
349,27,0.1271182
359,27,0.0023855364
86,28,0.030603541
26,28,4.225676e-06
385,28,0.3007796
386,28,0.0
311,28,0.08569328
387,28,0.89096814
388,28,0.0
389,28,1.9767264
390,28,0.01646926
31,28,0.5578348
391,28,1.1151919
392,28,1.0296586
393,28,0.29579195
394,28,0.078381695
395,28,0.30902493
396,28,0.2533605
397,28,0.044114437
398,28,0.2367275
399,28,0.116889
32,28,0.0
400,28,0.0
401,28,0.0
153,28,0.5185137
402,28,0.06700288
403,28,0.82584095
404,28,0.18945444
405,28,0.19274037
406,28,0.05937483
407,28,0.0
408,28,1.2300179
294,28,1.9017454
409,28,0.013786047
410,28,0.2540926
411,28,0.19533737
354,28,0.09223223
412,28,0.6743391
319,28,2.5837944
300,28,0.079531565
413,28,0.0068961564
314,28,0.20566335
23,29,0.011545504
86,29,0.02074151
414,29,0.07228576
415,29,0.017260224
28,29,0.4504554
29,29,1.0799521
416,29,0.44534814
417,29,0.3167223
392,29,0.2059712
305,29,0.5083565
418,29,0.6294167
138,29,0.19895288
419,29,0.14248902
316,29,0.53427935
420,29,0.6002623
421,29,0.1903467
422,29,1.1547426
423,29,0.35709667
424,29,0.34411055
328,29,0.39609426
294,29,0.5988958
425,29,0.13374992
426,29,0.02955577
427,29,0.0
428,29,0.28629577
429,29,0.82023674
430,29,1.2517325
374,29,0.2547704
81,29,0.023316838
209,29,0.0064431666
431,29,0.046696626
432,30,0.83259344
433,30,0.0
434,30,0.059035573
435,30,0.040958896
436,30,0.12295531
29,31,0.6935287
311,31,0.12325579
362,31,0.0389015
437,31,0.056668475
434,31,0.189018
309,31,0.34965375
438,31,0.6735989
439,32,0.103850216
283,32,0.14920786
311,32,0.008071471
346,32,0.09806945
440,32,5.374178
362,32,0.0
437,32,0.0
434,32,0.0039501223
365,32,0.0
441,32,0.29101264
442,32,0.037137482
309,32,0.0
443,32,0.061325163
444,32,0.027417459
359,32,0.010529129
374,32,0.0
445,32,0.2717928
314,32,0.062287275
446,33,0.30022806
29,33,0.1332983
447,33,0.8412726
357,33,0.024229193
434,33,0.0873906
448,33,0.30332583
449,33,0.0
309,33,0.028073352
450,34,1.7018045
311,34,0.6172463
346,34,0.010714201
368,34,0.40931973
451,34,0.020345794
289,34,0.3475889
372,34,0.72775733
408,34,0.0024636977
452,34,0.21901368
453,34,0.0066704247
299,34,0.19843702
454,34,0.0
376,34,1.8809403
455,34,1.1888198
367,35,0.2143609
362,35,0.00044354325
32,35,0.0
291,35,0.04142362
456,35,0.3769478
449,35,1.0
457,35,0.5386191
354,35,0.5180063
359,35,0.043269433
86,36,0.43191856
311,36,0.104943484
388,36,0.02162157
390,36,2.2213812
391,36,0.9618118
458,36,0.0
418,36,0.536034
459,36,1.0
