user,item,error
0,0,1.6503007
1,0,0.27619267
2,0,5.4664183
3,0,0.010452937
4,0,0.43311083
5,0,0.4485826
6,1,1.1644222
7,1,0.045131773
8,1,1.0985701
9,1,0.06368947
10,1,0.022757826
11,2,0.012004546
12,2,0.9483648
13,2,0.011684978
14,2,0.42873734
15,2,0.611699
16,3,0.74736154
17,3,0.4302755
13,3,1.6541064
8,3,0.65829325
18,3,1.2592205
19,3,0.36017957
10,3,0.37031463
20,3,0.0009887897
21,3,0.40498492
22,3,0.4587133
23,4,1.7892382
24,4,0.2005314
25,4,1.1910737
26,4,0.32170036
27,4,1.5490619
28,4,2.011484
29,4,4.173198
30,4,0.060678598
31,4,0.38892812
32,4,1.3824582
33,4,0.47048724
34,4,0.15337831
35,4,1.8482666
36,4,12.441175
37,4,0.09192229
38,4,0.042434957
39,4,0.64259386
40,4,0.25378984
41,4,0.27252614
42,4,3.357614
43,4,0.16321084
44,4,0.6041995
45,4,0.24807824
46,4,2.032821
47,5,0.0027905786
48,5,0.0
49,5,0.45718893
50,5,0.0072217644
51,5,0.0
52,5,8.4808555e-05
53,5,5.6357245
54,5,0.21802978
55,5,0.24785599
56,5,0.23392628
57,5,0.102502674
58,5,2.1004016
59,5,0.065243624
35,5,0.015392578
60,5,0.107294895
61,5,0.69627297
62,5,0.0016067943
63,5,0.26724285
64,5,0.025966857
65,5,0.0
66,5,2.7923925e-05
67,5,0.021099733
68,5,0.015534889
69,5,0.0
70,5,6.171504e-05
71,5,0.093145646
72,5,0.0
73,5,0.2975617
74,5,0.00010993884
75,5,1.0
76,5,0.4572966
77,5,0.5912364
78,5,0.9677366
79,6,0.031421248
80,6,0.17586215
67,6,0.11018428
81,6,0.10745396
82,6,0.0073762415
83,7,0.030119482
84,7,0.0
85,7,0.13975981
86,7,0.0677527
87,7,0.0012374041
88,7,0.22625002
89,7,0.0
90,7,0.0
91,7,0.09419699
92,7,0.0
93,7,0.0
94,7,0.0
95,7,0.20288669
96,7,0.0009930226
97,7,0.025607886
98,7,0.0
99,7,0.0
100,7,0.2635963
101,7,0.0245143
102,7,0.209648
103,7,0.06145087
104,7,4.0
105,8,0.0
106,8,0.05200169
107,8,0.7552032
108,8,0.58104897
109,8,0.044300113
110,8,0.036985923
111,8,0.90042067
112,8,0.4887835
113,8,0.0120143695
114,8,0.007909373
109,9,0.16307217
115,9,0.19217473
110,9,0.18924819
116,9,0.12697493
117,9,1.4673756
118,10,0.0
119,10,0.015393051
109,10,0.06530625
115,10,0.0
120,10,0.0
117,10,0.0
109,11,0.41026783
110,11,0.18675353
112,11,0.19512457
121,11,0.32367176
122,11,0.4333927
123,12,0.7530392
124,12,0.23953608
125,12,0.0003577839
126,12,3.6777472
127,12,0.11558681
128,12,0.116777845
129,12,0.53686446
130,12,0.025590796
131,12,0.020869851
132,13,0.032925446
133,13,0.10676668
134,13,0.3858629
18,13,0.116439484
135,13,0.34025127
136,14,0.89990675
137,14,0.0011811948
138,14,0.0
139,14,11.325489
115,14,0.066335075
140,14,0.57669616
141,14,0.14344098
142,14,0.0017916091
143,14,0.0
144,14,0.028680442
145,14,0.31771705
