user,item,error
2718,1920,0.44028264
1038,1530,1.0096519
5502,3272,0.0
2424,2446,0.15648226
573,1035,0.50014335
3392,1950,0.27364573
294,579,0.0003393923
2421,2468,0.0077245105
4295,1750,0.7417112
5537,3474,0.051945377
4855,2225,0.043743256
930,2289,0.27692088
5451,3200,0.0
183,1002,0.6394961
239,825,0.0
829,81,0.0
4615,2044,0.0
844,2450,3.3887389
380,2124,4.3934817
2850,3004,0.095544085
304,1476,0.106587574
1436,1191,1.0
1710,520,1.6775613
904,239,0.0826307
858,245,0.1697241
3916,1820,0.0
1391,2254,1.0
972,815,0.593292
4652,2419,0.782741
3585,1595,2.0715065
220,1124,0.75977576
319,1970,0.022234598
935,93,0.4592098
1111,115,0.8192088
3098,1250,0.034091905
396,2136,1.9203144
509,1336,1.6268353
1839,2885,0.092234254
1898,2758,0.11662668
514,1196,0.009315456
482,1468,2.9981077
4004,1524,0.2648007
3892,2225,0.29599065
1283,1296,0.64555585
1388,2372,1.465944
2076,1273,0.0
4868,2714,0.31486532
4130,1972,0.05804018
3496,3224,0.04118638
3340,1308,0.0
401,1070,0.0
5459,3281,0.21823423
772,1430,0.49130636
5,1920,0.93953747
319,608,0.03765423
107,1217,0.0
3916,2007,0.14654541
184,3507,1.757827
1828,2693,0.1172561
539,1211,0.07330791
1367,731,0.036233142
307,1198,1.0
3297,677,0.0
208,1062,0.069156215
2343,343,0.9833302
408,1512,0.26412144
279,463,0.100589186
983,2164,0.0
2226,397,0.07971725
1264,345,1.2845511
1294,1216,0.048938718
3018,1966,0.34087458
537,1840,0.015719436
4888,2422,1.0
438,231,0.0
904,834,0.0495221
2503,3034,0.15152952
319,868,0.7789345
840,1988,0.018408664
109,2306,0.34936732
37,592,0.031332478
4517,1914,1.8481778
5138,2571,0.06845702
348,1193,0.66889244
3000,1451,0.23575364
836,852,0.0
3566,1908,0.2534066
2300,1969,0.1455821
3950,1857,0.18257672
921,1680,0.0
2835,1410,0.10431388
3392,2257,0.21319635
4053,2346,1.123979
4070,1920,0.103741296
226,1439,0.0044621285
4730,2234,0.18119833
90,3,0.0
218,1910,0.108457126
1595,2891,0.009181874
408,2105,1.2302374
120,3279,0.3129418
222,1958,4.355442
126,1582,2.1158676
4217,2329,1.134603
1848,3165,0.07118551
2785,3077,0.03218657
4921,2258,0.9831354
1023,106,0.08112465
2803,2432,0.0045032804
2621,424,0.59571725
4817,2389,1.4305975
0,0,0.5226284
3903,2583,0.30433673
2361,1777,0.048429497
2860,1565,1.9273138
2749,3209,0.0
77,240,0.31126088
1155,2598,0.039629236
1197,823,0.09740696
858,2629,0.0929455
367,321,2.8844702
1582,987,0.17552397
646,1795,0.00093849585
1757,240,0.0
4212,3270,0.028431455
2045,649,0.0009338272
1473,169,0.0
2320,2224,0.38164592
1572,2707,0.0
61,2,0.0
1437,1673,0.016423274
1780,1598,0.023327032
77,2618,0.63291854
4895,2149,0.07211112
2329,757,0.14073804
292,2413,0.64584744
2297,1199,0.0
2025,2450,0.15089019
1022,1149,2.7877839
2368,1097,1.9192442
3848,2287,0.5804966
344,1693,0.0027882617
2291,2122,0.0
593,966,0.77911294
2679,439,0.14639832
3676,917,0.0057485956
1615,178,0.0
2164,1310,0.027846035
1722,1990,0.6434749
25,2240,0.16385874
1452,2146,0.035413317
266,384,0.24517173
1786,745,0.033236627
1148,2541,0.009151697
555,1734,0.114075035
1042,1841,0.17199945
657,246,0.026059993
294,751,3.6608083
1796,2723,0.0
3194,2953,0.034524325
86,1614,0.065891236
494,580,0.0
1387,2256,0.32454002
1213,2003,2.383751
5176,3145,0.0071246778
1908,1948,0.0
858,3270,0.0002793929
5308,2864,0.71707565
1999,650,0.0
1398,2124,0.10456182
1097,947,0.016219564
2995,788,0.0
4341,1777,0.0
2894,1046,0.0
1224,1836,0.012468808
1536,2079,0.006195427
4635,3358,2.0914197
472,2584,0.001487014
1370,1481,0.044923536
77,889,0.012926478
