user,item,error
0,0,0.65193826
1,0,0.0
2,0,0.4870708
3,0,0.123339504
4,0,1.0
5,0,0.28038388
6,0,0.75932944
7,0,0.0027180074
8,0,0.14051558
9,0,0.014617078
10,0,0.0
11,0,1.0
12,0,0.0
13,0,0.017522952
14,0,0.018991923
15,0,0.5734338
16,0,0.30094334
17,0,0.0
18,0,0.05129557
19,0,0.08800542
20,0,0.0
21,0,9.600627e-06
22,0,0.039223056
23,1,0.00019917534
24,1,0.118641205
25,1,0.779126
26,1,0.7617846
27,1,0.04558857
28,1,1.2615588
29,1,0.75131387
30,1,0.58902687
31,1,0.59638286
32,1,0.09954613
33,1,0.6089937
34,1,0.0863307
35,1,1.3806506
36,1,0.5565122
37,1,1.0776155
38,2,0.36982614
39,2,0.37076685
40,2,0.9065667
41,2,0.16072454
42,2,1.370417
43,2,0.0
44,2,0.0
45,2,0.23496526
46,2,0.0
47,2,0.009721754
48,2,0.29317173
49,2,0.0
50,2,3.2636626
51,2,0.0
52,2,0.032282628
53,2,0.0
12,2,0.0
54,2,0.059899773
13,2,0.0
55,2,0.013294901
56,2,0.000155995
57,2,0.11637083
58,2,0.2872472
59,2,0.204716
60,2,0.5070525
61,2,0.0
62,2,0.014822452
63,2,0.0
64,2,0.015213729
65,2,0.08632901
66,2,0.0
67,2,0.47732416
68,2,0.027902637
69,2,0.0009287923
70,2,0.0
71,2,0.0
72,2,0.0030173804
73,2,0.0
74,2,0.0
75,2,0.0
76,2,0.0
77,2,0.31874353
78,2,0.3094354
79,2,0.0
80,2,0.0
81,2,0.0
82,2,0.1360519
83,3,0.6011153
84,3,3.0321443
85,3,0.0
86,3,0.0
87,3,0.043022607
88,3,0.0
89,3,0.0
90,3,0.0
91,3,0.03134421
92,3,5.0424347
93,3,10.898148
94,3,0.051214173
95,3,0.20767024
96,3,0.14211774
97,3,0.24353072
98,3,0.005057074
99,3,0.52468705
100,3,0.2884455
101,3,0.01047518
2,3,1.8585162
102,3,0.0
103,3,0.36590156
104,3,0.009974153
105,3,0.0010420579
106,3,0.037585605
107,3,0.0
108,3,1.3606346
109,3,0.09319338
110,3,0.005966679
111,3,0.0
112,3,0.34591934
113,3,0.8038732
114,3,0.08499983
115,3,1.0
116,3,0.18181102
117,3,0.18087046
118,3,0.33908907
119,3,0.401117
120,3,0.0
121,3,0.48837954
122,3,0.10300923
123,3,0.12041868
124,3,0.0
125,3,0.3094603
126,3,0.0021789754
127,3,0.0
128,3,0.34097314
129,3,1.2530777
130,3,0.15380512
131,3,0.0
132,3,4.2802176
133,3,2.0144074
134,3,0.44657475
135,3,0.0
136,3,1.8598263
137,3,0.21043517
138,3,0.656786
