user,item,error
2718,1920,0.7800973
1038,1530,1.0403508
5502,3272,0.025126696
2424,2446,0.1383964
573,1035,0.2798322
3392,1950,0.18583293
294,579,0.011915061
2421,2468,0.0965223
4295,1750,1.1967412
5537,3474,0.2633021
4855,2225,0.13583583
930,2289,0.45874947
5451,3200,0.0
183,1002,0.8057306
239,825,0.0
829,81,0.0
4615,2044,0.0
844,2450,2.954626
380,2124,3.9061482
2850,3004,0.009781367
304,1476,0.18114962
1436,1191,1.0
1710,520,1.2721049
904,239,0.02414643
858,245,0.34463325
3916,1820,0.0
1391,2254,1.0
972,815,0.47595105
4652,2419,1.1961524
3585,1595,1.6316972
220,1124,0.7619952
319,1970,0.003639756
935,93,0.8774509
1111,115,0.2789697
3098,1250,0.22203483
396,2136,1.5134432
509,1336,1.0406762
1839,2885,0.15483087
1898,2758,0.12521143
514,1196,0.06841461
482,1468,2.3798528
4004,1524,0.39794323
3892,2225,0.09739625
1283,1296,0.14044732
1388,2372,1.3238852
2076,1273,0.0
4868,2714,0.8921559
4130,1972,0.14904343
3496,3224,0.012025348
3340,1308,0.0
401,1070,0.0
5459,3281,0.44838172
772,1430,0.9689857
5,1920,1.2930007
319,608,0.2569953
107,1217,0.0
3916,2007,0.17551677
184,3507,1.3960419
1828,2693,0.004013671
539,1211,0.006066988
1367,731,0.08416692
307,1198,1.0
3297,677,0.0022671022
208,1062,0.15418535
2343,343,0.57018036
408,1512,0.18055525
279,463,0.007938109
983,2164,0.0025429265
2226,397,0.2912154
1264,345,1.420699
1294,1216,0.18476251
3018,1966,0.34690443
537,1840,0.11056702
4888,2422,1.0
438,231,0.0014196858
904,834,0.107555896
2503,3034,0.3023303
319,868,0.51139706
840,1988,0.0651506
109,2306,0.13996327
37,592,0.048777245
4517,1914,2.7006254
5138,2571,0.02553941
348,1193,0.92786926
3000,1451,0.53092957
836,852,0.0
3566,1908,0.20331906
2300,1969,0.25271243
3950,1857,0.2128339
921,1680,0.0
2835,1410,0.12579118
3392,2257,0.4858589
4053,2346,1.2663386
4070,1920,0.08356595
226,1439,0.0109214075
4730,2234,0.346052
90,3,0.0
218,1910,0.1588674
1595,2891,0.0012156945
408,2105,1.4301083
120,3279,0.17731087
222,1958,4.140126
126,1582,1.7275263
4217,2329,1.014423
1848,3165,0.22499569
2785,3077,0.0010574687
4921,2258,1.4479464
1023,106,0.11521489
2803,2432,0.0037474711
2621,424,0.72603196
