user,item,error
3569,660,1.1211008
1834,1098,3.1373932
3279,652,0.0
952,63,0.0033293632
4368,1320,0.0
1452,822,1.2916273e-05
1202,1635,0.24530065
2240,542,0.28724208
4481,900,0.0
2944,1018,0.007039006
2410,1555,0.20897368
3356,652,0.48626646
4781,1549,0.5774253
70,38,0.031404685
2286,267,0.0
1567,701,0.8644953
2433,1245,7.596191e-08
1156,784,0.0
3945,1076,0.0
4061,898,0.002684699
222,16,0.10306617
1789,1549,0.47449845
2881,1267,0.24458984
9,652,7.87611
570,982,0.28003103
819,351,0.41948605
942,762,1.0028077
4078,1351,1.0
1918,528,2.6209378
1792,1396,0.24641852
3080,1014,0.027058132
4021,1642,0.58511025
2386,279,0.010148827
2643,504,0.35096073
4385,1645,0.15888622
2858,361,0.061476402
4969,1632,1.906656
4379,865,0.98799896
2795,346,0.8332906
2081,326,0.6338536
1965,1351,0.25043696
2221,1389,0.42205516
2692,328,3.7239736e-06
563,275,0.0
3638,1472,0.100828424
921,1378,0.2206072
3330,1057,0.05155509
3331,464,0.6970809
2411,795,1.0854174
2380,1257,0.11542184
941,119,0.0037913553
1655,1555,0.8880926
868,556,0.20832135
2892,498,0.08883944
3382,1054,0.06560758
2420,341,0.09639435
3319,724,2.1737444
3458,577,0.11032361
1856,189,1.3584907
3774,1495,0.00071671564
649,681,0.030128585
1600,1184,0.10271835
1195,105,0.0
4091,1078,0.012783264
4300,1109,0.18847731
3714,1236,0.02807415
1223,95,0.0
1936,1542,0.0
185,732,0.5687345
2948,1278,0.0
3365,840,0.403086
1653,839,0.017382978
2181,244,0.04593539
4533,914,0.0
3400,1170,0.7144728
4132,1057,0.16032831
2734,853,0.0
1215,231,0.10109327
286,562,0.054712143
4551,932,0.9905202
151,14,0.0
2949,469,0.16696864
4909,1269,0.0031585502
4845,1551,3.3848767
1389,1551,4.79729
1444,1183,0.0012983881
3574,865,0.0
4519,1291,0.038363345
3834,1388,0.0
4026,823,0.16275729
3790,1565,5.344964
468,1001,0.016006505
676,658,0.041281853
578,1227,0.0
2782,1029,0.2805132
4508,1391,0.42223734
4812,1183,0.51101625
4894,1557,0.91891587
1620,1001,0.07366804
2577,1001,0.29010612
2047,227,0.0014863522
3231,453,0.0
526,1392,0.62783337
501,1548,1.0766064
3999,795,2.4316514
1695,1184,0.37462044
1748,550,0.10421349
648,529,0.0
1485,1416,0.0077285343
5,679,0.13289157
921,1377,0.0
4577,1556,3.3268678
2342,269,0.4040966
4033,928,0.07746857
4120,1551,0.64865553
711,45,0.16421023
3827,1257,0.7344157
1680,307,0.6978654
1052,1250,0.5212463
153,123,0.0032793125
4369,865,0.06991821
1480,195,0.0
1758,885,0.0
5026,1602,0.94956976
3359,470,1.2617035
1146,119,0.08534634
3024,447,0.039510477
4737,1184,2.9413342
1565,1045,1.3342078
3236,785,0.09533519
3484,1288,0.7126393
378,95,1.5126531
