user,item,error
3569,660,0.9973191
1834,1098,2.774712
3279,652,0.0
952,63,0.028510949
4368,1320,0.0
1452,822,0.0
1202,1635,0.29717168
2240,542,0.1999766
4481,900,0.0
2944,1018,0.020651164
2410,1555,0.16297995
3356,652,0.39971572
4781,1549,0.77039176
70,38,0.014089017
2286,267,0.0
1567,701,0.9193758
2433,1245,0.00039291647
1156,784,0.0
3945,1076,0.0
4061,898,0.011645425
222,16,0.06836423
1789,1549,0.53908044
2881,1267,0.24116032
9,652,9.045276
570,982,0.2562974
819,351,0.29521286
942,762,0.96045053
4078,1351,1.0
1918,528,2.3414404
1792,1396,0.42936578
3080,1014,0.031058004
4021,1642,0.5659177
2386,279,0.0044823457
2643,504,0.3019374
4385,1645,0.14869662
2858,361,0.0702224
4969,1632,2.115618
4379,865,0.7550026
2795,346,1.2442077
2081,326,0.6112885
1965,1351,0.17485656
2221,1389,0.4149738
2692,328,0.008993007
563,275,9.7201555e-05
3638,1472,0.03813505
921,1378,0.22424087
3330,1057,0.046403416
3331,464,0.61261344
2411,795,1.1393218
2380,1257,0.2755585
941,119,0.0001710147
1655,1555,0.76107144
868,556,0.18563811
2892,498,0.11925199
3382,1054,0.035077438
2420,341,0.06690615
3319,724,2.1235292
3458,577,0.13478954
1856,189,1.3403947
3774,1495,0.09581311
649,681,0.0068555097
1600,1184,0.17101523
1195,105,0.0
4091,1078,0.0005348728
4300,1109,0.15078129
3714,1236,0.0
1223,95,0.0
1936,1542,0.0
185,732,0.427606
2948,1278,0.0
3365,840,0.44993934
1653,839,0.018576805
2181,244,0.03946746
4533,914,0.002788161
3400,1170,0.959432
4132,1057,0.15938003
2734,853,0.0
1215,231,0.16173586
286,562,0.030692862
4551,932,1.0692426
151,14,0.0
2949,469,0.24653901
4909,1269,0.0028432438
4845,1551,3.681018
1389,1551,4.4574385
1444,1183,0.031455744
3574,865,0.0
4519,1291,0.027192267
3834,1388,0.0
4026,823,0.1178548
3790,1565,5.2527757
468,1001,0.000167664
676,658,0.022455562
578,1227,0.0
2782,1029,0.16342936
4508,1391,0.46909493
4812,1183,0.39776608
4894,1557,0.9087718
1620,1001,0.06471731
2577,1001,0.22796978
2047,227,0.0
3231,453,0.0
526,1392,0.65604275
501,1548,1.1786659
3999,795,2.3093984
1695,1184,0.3114088
1748,550,0.16155969
648,529,0.0
1485,1416,0.01950555
5,679,0.16619445
921,1377,0.0
4577,1556,3.0708027
2342,269,0.329298
4033,928,0.0674876
4120,1551,0.5056091
711,45,0.2505964
3827,1257,0.5448117
1680,307,0.6164644
1052,1250,0.55547965
153,123,0.004128797
4369,865,0.052268002
1480,195,0.0
1758,885,0.0
5026,1602,0.8767439
3359,470,1.0397396
1146,119,0.07674614
3024,447,0.113646396
4737,1184,3.2766953
1565,1045,1.2580992
3236,785,0.044266198
3484,1288,0.486957
378,95,1.5859277
1391,652,0.32806778
1658,270,0.23751558
4977,1548,0.0003885054
4023,1645,0.7293964
3798,1168,0.20989676
1257,865,0.07736057
2545,1229,1.3554811
4049,885,0.17609818
734,889,0.5726628
3036,1229,0.03332405
2200,800,0.022598986
2413,283,0.048487436
1192,266,0.107111916
4519,1404,0.29427108
750,153,0.009223363
1112,77,0.5663891
2308,504,0.3451653
1869,266,0.2399227
860,649,0.5350478
2569,1362,0.0
4532,1450,0.0
1820,700,0.032773685
2509,357,0.7208099
4849,1183,0.63235724
3755,1291,0.0
2093,227,0.40694302
4394,1363,0.32223067
4858,1555,0.40233377
1022,498,0.4330443
3264,1681,0.41658184
3784,1193,0.005957217
2506,1229,0.39015487
2030,1375,0.508228
1794,1257,0.011357979
893,57,0.0
4773,1170,0.00020741508
3260,1005,0.83984303
780,48,0.3072816
3450,1262,0.0044004223
1171,766,0.15224536
36,1675,0.0348734
4606,1377,8.929482
2181,1085,0.6871864
455,1660,4.1885105e-06
2217,1386,0.8336371
4106,1290,0.8669541
3168,875,0.5767559
682,1595,0.27757946
3041,779,0.24709643
1531,1295,0.3373481
2720,937,0.0
250,1052,0.44074914
4782,1172,0.14190266
787,1255,0.083673775
4894,1555,0.007317101
3355,470,0.02913656
165,15,0.0001401147
1312,1428,0.3819417
587,1655,0.19167086
3852,1555,0.03063241
533,1184,0.6595396
3889,958,0.005929683
1453,236,0.5377991
4468,1029,0.96331257
722,176,2.44039
3631,1336,0.12003047
1516,1236,0.0056537613
63,394,1.5362345
1992,282,0.14792755
4820,1171,0.09252237
106,8,0.058813453
2308,1570,0.13204378
2385,414,0.0
2199,453,0.015648255
1327,1674,0.14013566
241,1134,1.4651885
2338,495,0.0
1858,320,0.8230073
839,379,0.0749763
3094,479,0.00010700879
835,797,0.0
1658,1552,1.970139
4933,1236,0.0
5094,1551,0.39206398
2859,408,0.0002427865
1302,138,0.4335773
3539,904,0.7718586
2289,1620,0.05436426
2874,424,0.53714055
1169,88,0.024063662
4058,960,0.54549795
4883,1555,0.15479635
355,328,0.50137025
2350,270,0.0
4160,864,2.7375872
663,652,0.00494539
350,562,0.17802157
2767,357,0.076717615
2733,340,0.019431032
1,1549,0.03498765
4090,1258,0.0
810,91,0.0
4380,1045,0.29705524
3997,1557,0.0053755646
3963,701,0.0009691261
3654,542,0.14120638
1765,219,0.42427176
265,644,1.2288489
1938,275,0.0
3453,1044,0.016934514
3389,783,3.506255e-05
4751,1183,4.455396
3425,801,7.697647
36,264,0.0
509,888,0.0
1674,223,0.0
1069,1478,0.0
3353,1481,0.0022387884
584,1647,0.5369522
3136,554,0.8116206
830,111,0.024551196
3837,1473,0.16555281
329,837,0.013861509
2231,1443,0.18591188
3107,850,0.28125894
2021,371,0.259887
403,451,1.5527877
4318,1391,0.0
4855,1296,0.010700879
4811,1555,1.4298015
4983,1353,0.41236693
4103,1618,0.0
3264,1054,0.59808385
149,14,0.099070385
461,557,0.037841555
1084,858,1.094495
954,815,0.19615592
1210,531,0.0
570,631,0.4248658
484,129,0.42821985
2215,560,0.0
4218,1023,0.0063465415
3271,1549,1.6967957
1533,1257,0.6081798
2156,577,0.022422561
1097,209,0.00028089332
1143,114,0.80543613
4983,1657,1.1296962
1663,1614,0.13770846
878,1185,6.992301
702,371,4.612212
5051,1555,0.56947374
57,1347,0.3775019
2152,237,0.14647569
2483,973,1.1696836
2064,1291,0.6211283
863,194,0.42212394
677,317,0.0
1664,1091,0.58274543
3495,504,0.005392744
1670,401,0.06978059
4935,1654,0.0
3414,732,1.1340784
3999,1069,0.06494969
2858,1229,0.31929082
3102,422,0.5084252
1063,898,0.43303615
4609,1549,7.313314
385,164,0.0076652816
1211,1126,2.555306
615,42,0.02336973
2311,1183,0.18272099
2558,316,0.056725927
2431,286,0.044198405
2717,481,0.016259182
2937,1586,0.0
609,1079,0.052676514
4305,865,0.0
4224,1654,0.6195307
2101,809,0.29418418
587,1587,0.060790587
1856,1160,0.5768135
4828,1184,0.41853598
3329,928,0.22679152
347,1450,0.013113427
2485,629,0.15213989
539,815,0.2543369
226,86,0.0140565485
3322,1668,0.014849692
4772,1170,0.055367354
2415,310,0.068532154
3243,1675,0.4597855
2638,1660,0.03200359
1295,582,1.3908347
433,32,0.0065976423
762,1373,0.10103309
2259,755,0.18652321
5116,1555,0.23486495
4646,1441,0.00030273604
3847,644,0.3824187
2585,1048,0.008764404
3786,912,3.3572366
2713,562,0.0
947,1001,0.21384636
3925,688,5.184347e-07
3867,652,0.0
205,153,0.19617915
2917,1086,0.0056081754
1233,1450,0.08158395
464,121,0.029194705
4674,1270,1.141406
60,339,0.0164558
4741,1169,0.14126445
1388,1645,0.0
2447,717,0.0
4616,1570,2.967864
2671,1087,0.27780887
4477,1377,0.006713567
138,269,0.0
4834,1181,0.7324139
3251,669,0.4522064
2721,562,0.008114539
2273,264,0.078861155
1393,123,1.7916507
1244,786,0.27530575
962,1302,0.17467795
1403,1001,1.0
3814,1063,3.8351195
1377,1255,0.36657047
