user,item,error
0,0,1.7780732
1,0,0.24049854
2,0,5.8381395
3,0,0.00031081203
4,0,0.59010327
5,0,0.7161174
6,1,1.3146594
7,1,0.008801539
8,1,1.2000169
9,1,0.03580004
10,1,0.0087658325
11,2,0.0010606111
12,2,0.7969911
13,2,0.05278656
14,2,1.091771
15,2,0.44045922
16,3,0.8278051
17,3,0.6629483
13,3,0.9592816
8,3,0.4303587
18,3,1.7708334
19,3,0.26276016
10,3,0.20705575
20,3,0.00022740565
21,3,0.8872156
22,3,0.9538513
23,4,2.0490856
24,4,0.042516917
25,4,1.1112144
26,4,0.23650113
27,4,1.676656
28,4,2.265235
29,4,4.3147516
30,4,0.026868803
31,4,0.21100558
32,4,1.770558
33,4,0.2227229
34,4,0.25084233
35,4,1.5260057
36,4,12.656559
37,4,0.00030781812
38,4,0.005891703
39,4,0.8931736
40,4,0.32389152
41,4,0.2990149
42,4,2.4427073
43,4,0.2529493
44,4,0.50814915
45,4,0.27432588
46,4,2.1809099
47,5,0.0
48,5,0.0
49,5,0.51014024
50,5,0.0035485085
51,5,0.0
52,5,0.017327322
53,5,5.4615684
54,5,0.344659
55,5,0.5018431
56,5,0.41621998
57,5,0.0786433
58,5,2.1762233
59,5,0.036848404
35,5,0.0036418277
60,5,0.07693172
61,5,0.9553011
62,5,0.04108058
63,5,0.4408606
64,5,0.06267464
65,5,0.0
66,5,0.0015695872
67,5,0.0
68,5,0.013140525
69,5,0.0
70,5,0.0
71,5,0.18261217
72,5,0.0
73,5,0.4677021
74,5,0.0
75,5,0.95608515
76,5,0.4737505
77,5,0.4033997
78,5,1.6253468
79,6,0.04755932
80,6,0.20857345
67,6,0.2684674
81,6,0.06201576
82,6,0.02058427
83,7,0.004048244
84,7,0.0
85,7,0.00576799
86,7,0.17215651
87,7,0.0
88,7,0.029166033
89,7,0.0
90,7,0.0
91,7,0.049924657
92,7,0.0
93,7,0.0
94,7,0.007186553
95,7,0.35210094
96,7,0.009059966
97,7,0.05196603
98,7,0.025490053
99,7,0.0
100,7,0.13976194
101,7,0.037018854
102,7,0.2569049
103,7,0.12574755
104,7,4.0
105,8,0.00017560972
106,8,0.058813453
107,8,1.0200552
108,8,0.51272815
109,8,0.053314064
110,8,0.06540157
111,8,0.76079607
112,8,0.67802685
113,8,7.6161814e-05
114,8,0.026977716
109,9,0.090725124
115,9,0.1720659
110,9,0.09958284
116,9,0.04351736
117,9,1.579754
118,10,0.003574518
119,10,0.013855559
109,10,0.020860897
115,10,0.0
120,10,3.347161e-05
117,10,0.009127991
109,11,0.6058307
110,11,0.17796886
112,11,0.25930125
121,11,0.19829918
122,11,0.35207602
123,12,1.3727278
124,12,0.20952095
125,12,0.00042303826
126,12,4.149306
127,12,0.06221613
128,12,0.2053685
129,12,0.25673115
130,12,0.09537436
131,12,0.0
132,13,0.039029513
133,13,0.11313643
134,13,0.34588176
18,13,0.12689218
135,13,0.2207192
136,14,1.3106526
137,14,0.0
138,14,0.00021030942
139,14,12.00164
115,14,0.062206615
140,14,0.49657115
141,14,0.19094881
142,14,0.00567278
143,14,0.0
144,14,0.1384012
145,14,0.29685724
146,14,0.022675607
147,14,1.7591814e-05
148,14,0.019572735
149,14,0.099070385
150,14,0.013055284
151,14,0.0
152,14,0.04172872
153,14,0.052628152
154,14,0.07203508
155,14,0.0003659657
156,14,0.03423927
157,14,0.0
158,14,0.002445106
159,15,0.0016189354
160,15,0.025799159
161,15,0.3084145
162,15,0.03222525
163,15,0.5066852
164,15,0.10690508
165,15,0.0001401147
166,15,0.0046615372
167,15,0.043026365
139,15,0.27890122
168,15,0.026184147
169,15,0.00045394726
170,15,0.37592617
171,15,1.1119543
172,15,0.0059001246
173,15,0.009976534
174,15,1.3197445
175,15,0.17515337
176,15,0.0
177,15,0.40002087
178,15,0.018582523
179,15,0.0
180,15,0.029858049
145,15,0.6524219
181,15,0.0
182,15,1.3533169
183,15,0.18080921
184,15,0.10108728
185,15,0.15860808
