user,item,error
0,0,1.2614437
1,0,0.58966964
2,0,4.5837913
3,0,0.05226244
4,0,0.96022993
5,0,1.204429
6,1,0.8796959
7,1,0.004825044
8,1,1.4549302
9,1,0.002845558
10,1,0.001703175
11,2,0.0014094275
12,2,0.7216514
13,2,0.050814174
14,2,1.1728553
15,2,0.42295927
16,3,0.65856683
17,3,0.45841074
13,3,1.1238592
8,3,0.61277914
18,3,1.5068206
19,3,0.2967824
10,3,0.3829036
20,3,0.030856483
21,3,0.83627015
22,3,0.75201666
23,4,1.8589883
24,4,0.14294332
25,4,1.4654182
26,4,0.27115926
27,4,1.5958027
28,4,1.9924917
29,4,3.918279
30,4,0.029806986
31,4,0.43499702
32,4,1.3556111
33,4,0.364603
34,4,0.2265586
35,4,1.7924798
36,4,12.408823
37,4,0.022820307
38,4,0.025983302
39,4,0.7229798
40,4,0.3621695
41,4,0.5207713
42,4,2.8434558
43,4,0.18821739
44,4,0.66667956
45,4,0.36720935
46,4,2.4578617
47,5,0.0008976109
48,5,0.0
49,5,0.43365076
50,5,0.0042649605
51,5,0.0
52,5,0.029762054
53,5,5.5260253
54,5,0.3752365
55,5,0.54306006
56,5,0.37266293
57,5,0.13020574
58,5,1.878492
59,5,0.06843956
35,5,0.0015891055
60,5,0.09568858
61,5,1.0073256
62,5,0.041439146
63,5,0.5048309
64,5,0.100175686
65,5,0.00034930237
66,5,0.0107443305
67,5,0.0014537004
68,5,0.05783519
69,5,0.0
70,5,0.0
71,5,0.1969889
72,5,0.0
73,5,0.47211483
74,5,0.0
75,5,0.89168394
76,5,0.5434474
77,5,0.58553416
78,5,1.5372423
79,6,0.042063296
80,6,0.17758806
67,6,0.17102826
81,6,0.10577339
82,6,0.035076007
83,7,0.0011045701
84,7,0.00011966437
85,7,0.0010457555
86,7,0.21982358
87,7,0.0
88,7,0.033871625
89,7,0.0
90,7,0.0
91,7,0.0056653842
92,7,0.0
93,7,0.0
94,7,0.07479571
95,7,0.33786455
96,7,0.037819296
97,7,0.11931654
98,7,0.032326166
99,7,0.0
100,7,0.22289667
101,7,0.06586113
102,7,0.35896838
103,7,0.22248578
104,7,4.0
105,8,0.014298642
106,8,0.018374454
107,8,0.51983577
108,8,0.39231333
109,8,0.022940906
110,8,0.10596935
111,8,0.9509912
112,8,0.7987263
113,8,0.022326913
114,8,0.0047213384
109,9,0.12972665
115,9,0.25073487
110,9,0.09245479
116,9,0.046787757
117,9,1.4059137
118,10,0.00091252994
119,10,0.04618632
109,10,0.015341861
115,10,0.0
120,10,0.0003849421
117,10,0.012533105
109,11,0.42621675
110,11,0.10635295
112,11,0.3841362
121,11,0.28973997
122,11,0.4930265
123,12,1.2557459
124,12,0.3630424
125,12,0.030394273
126,12,3.0079434
127,12,0.15266316
128,12,0.060157027
129,12,0.49322036
130,12,0.017435826
131,12,0.018273115
132,13,0.088655345
133,13,0.12615234
134,13,0.3338774
18,13,0.12255635
135,13,0.19138163
136,14,1.3077294
137,14,0.0
138,14,0.011639869
139,14,11.788014
115,14,0.11070691
140,14,0.45623055
141,14,0.20737179
142,14,0.01814417
143,14,0.0
144,14,0.14748992
145,14,0.31052548
146,14,0.039192654
147,14,0.0006866803
148,14,0.05704414
149,14,0.16343707
150,14,0.03173086
151,14,0.003269326
152,14,0.024849461
153,14,0.041293673
154,14,0.108152226
155,14,0.01538761
156,14,0.052355684
157,14,0.0
158,14,0.033786554
159,15,0.021559494
160,15,0.095068894
161,15,0.5956952
162,15,0.13539734
163,15,0.31826344
164,15,0.067322694
165,15,0.032057866
166,15,0.0077588297
167,15,0.12603551
139,15,0.42696887
168,15,0.098911956
169,15,0.037931956
170,15,0.24012034
171,15,0.8075537
172,15,0.0018588741
173,15,0.047458712
174,15,1.2638038
175,15,0.026556134
176,15,0.0
177,15,0.645634
178,15,0.0005630582
179,15,0.010760054
180,15,0.04168334
145,15,0.8269754
181,15,0.03254533
182,15,1.2007221
183,15,0.29799417
184,15,0.050650872
185,15,0.45739207
186,15,1.5654255
187,15,0.0014694508
188,15,0.18776791
189,15,0.22599652
150,15,0.040270843
190,15,2.0520382
191,15,0.17494948
192,15,0.8519292
193,15,0.2649494
194,15,0.0749066
195,15,0.21244843
196,15,0.001165775
197,15,0.05227138
198,15,2.2338572
199,15,0.050786447
200,15,0.13236609
201,15,0.1788845
202,15,1.1776618
203,15,0.28513604
204,16,0.17181776
205,16,1.9479278
206,16,0.31875
207,16,1.9319001
208,16,0.1600863
209,16,0.014474799
210,16,0.26165214
211,16,1.1135604
212,16,0.0
213,16,0.42145193
214,16,0.4857871
215,16,0.20372261
216,16,0.0
217,16,0.41476247
218,16,0.016622968
67,16,0.5791633
219,16,0.33658856
220,16,0.04754352
221,16,0.16085266
222,16,0.04116548
223,16,0.011491667
224,16,0.90196973
225,16,0.16175696
226,16,0.08016701
227,16,0.018673506
76,16,0.0096765775
228,16,0.18590838
229,17,0.8213902
230,17,0.8602107
231,17,2.731221
232,17,0.16836548
233,17,0.47773737
234,17,0.27152687
235,17,0.044536885
236,17,0.14381613
237,17,0.052415494
238,17,0.71562594
239,17,2.255087
240,18,0.08771172
241,18,0.44295964
242,18,0.018385833
208,18,0.23777826
243,18,0.113453254
244,18,0.1869745
245,18,0.28790078
246,18,0.61027336
247,18,0.032637265
248,18,4.5879922e-05
249,18,0.0
250,18,0.0043573827
251,18,0.068599574
252,18,2.453548
217,18,1.8733332
253,18,0.0073979627
254,18,0.14333552
220,18,0.033675157
221,18,0.05075142
255,18,1.2597386
222,18,1.1904519
256,18,0.18930918
257,18,0.011240437
258,18,0.15174194
225,18,0.45216024
226,18,0.021597598
259,18,1.0869234e-05
260,19,0.4265558
261,19,5.5347846e-05
262,19,0.0
263,19,0.0
264,19,0.07893267
265,19,0.05370155
266,19,0.01669929
267,19,0.31828874
41,19,0.19267005
268,19,0.0
269,19,0.1448019
270,19,0.04268797
271,19,0.4404991
228,19,0.13302928
272,20,0.0
273,20,0.09078172
274,20,0.0
93,20,0.0
275,20,0.0044463435
276,20,0.027205952
277,20,0.0
278,20,0.068537645
279,20,0.0
54,20,0.16147402
280,20,0.0
281,20,0.00025042414
282,20,0.45682082
283,20,0.0
284,20,0.003148589
35,20,0.7386836
285,20,0.18901509
62,20,0.00046953137
286,20,0.0
287,20,0.012662999
288,20,0.064146735
289,20,0.13697703
258,20,0.0044072573
290,20,0.083223075
271,20,0.27193353
291,20,0.38698986
292,21,0.01656167
293,21,0.007941593
294,21,0.0
295,21,0.0
296,21,0.33464932
297,21,0.019869782
298,21,0.0013587994
299,21,0.0
300,21,0.0
301,21,0.030757222
302,22,0.12194664
303,22,0.07805603
304,22,1.8635824
305,22,0.07352368
306,22,0.24048872
307,22,0.12737402
308,22,0.31562755
309,22,0.84689766
310,22,0.38170394
125,22,0.0009526159
311,22,1.505508
312,22,0.008530153
313,22,0.08764113
314,22,3.631549
315,22,0.4631864
316,22,1.6341602
317,22,2.214302
318,22,0.5449462
319,22,3.0005057
320,22,0.43679717
321,22,0.0194905
322,22,0.06138918
323,22,1.7413828
324,23,0.005495407
140,23,0.32222688
325,23,0.3083213
326,23,0.0034053447
327,23,0.0
328,23,0.0
329,23,0.04437823
330,23,0.36031866
331,23,3.4688199
332,23,0.53791314
93,24,0.007115102
333,24,0.4777848
334,24,0.21711919
335,24,0.60316885
336,24,0.052389733
83,25,0.02093769
85,25,0.56916726
87,25,0.0055831354
88,25,0.033075303
90,25,0.0
91,25,0.09343139
92,25,0.0
93,25,0.0
337,25,0.080894746
94,25,0.0
278,25,0.027975805
96,25,0.0
127,25,0.87460566
98,25,0.12616725
335,25,0.5256055
336,25,0.0
338,25,0.6434412
99,25,0.0014210516
101,25,0.7607054
339,26,0.0
340,26,0.016656183
341,26,0.22989058
342,26,0.5374558
93,26,0.0
343,26,0.0
334,26,0.027457582
344,26,0.18815823
4,26,0.1748757
335,26,0.0011767906
336,26,0.0
41,26,0.56670785
345,26,0.0
346,27,0.4070136
106,27,0.00023792224
347,27,0.0
348,27,0.0
93,27,0.0
349,27,0.056441907
350,27,0.0
296,27,0.4716006
351,27,0.0
352,27,0.02411147
353,27,0.24724863
335,27,0.5603627
336,27,0.0
354,27,0.93253165
355,27,0.17386976
356,27,0.043377418
357,28,0.23336159
358,28,7.544307
359,28,0.02325746
360,28,0.5546505
361,28,0.46060646
362,28,0.43544623
363,28,0.80327135
364,28,0.07195281
365,29,1.0
366,29,0.018302778
367,29,0.0
368,29,0.0073258732
76,29,9.0
346,30,0.68323773
369,30,0.06314323
86,30,0.032739855
340,30,0.0
89,30,0.0
370,30,0.0
261,30,0.0
93,30,0.0
371,30,0.38805196
54,30,0.17988622
372,30,0.08356485
373,30,0.16388577
280,30,0.0
374,30,0.2545221
375,30,0.033241667
96,30,0.0
376,30,0.008272685
377,30,0.029351346
378,30,0.13153866
379,30,0.0
380,30,0.39371803
381,30,0.0
33,30,0.0
382,30,0.0
383,30,2.1579046
344,30,0.0
285,30,0.17377831
